name,description,columnType,maximumSize,enumValues__value,enumValues__description,enumValues__source,category
assay,The technology used to generate the data in this file,STRING,250,errBisulfiteSeq,Data for enriched reduced representation bisulfite sequencing data,,np
assay,The technology used to generate the data in this file,STRING,250,ISOSeq,Full isoform sequencing,,np
assay,The technology used to generate the data in this file,STRING,250,MRI,"Techniques that uses magnetic fields and radiowaves to form images, typically to investigate the anatomy and physiology of the human body.",http://edamontology.org/topic_3444,np
assay,The technology used to generate the data in this file,STRING,250,westernBlot,A multistep process in which a mixture of proteins is separated by gel electrophoresis,http://purl.obolibrary.org/obo/MMO_0000338,np
assay,The technology used to generate the data in this file,STRING,250,wholeGenomeSeq,Laboratory technique to sequence the complete DNA sequence of an organism's genome at a single time,http://edamontology.org/topic_3673,np
assay,The technology used to generate the data in this file,STRING,250,polymeraseChainReaction,"A rapid technique for in vitro amplification of specific DNA or RNA sequences, allowing small quantities of short sequences to be analyzed without cloning",http://purl.obolibrary.org/obo/MMO_0000459,np
assay,The technology used to generate the data in this file,STRING,250,cellViabilityAssay,This assay type measures the cellular state of living or dying by measuring an indicator of life or death,http://www.bioassayontology.org/bao#BAO_0003009,np
assay,The technology used to generate the data in this file,STRING,250,atomicForceMicroscopy,Microscopy which uses a sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen,http://purl.obolibrary.org/obo/CHMO_0000113,np
assay,The technology used to generate the data in this file,STRING,250,brightfieldMicroscopy,Microscopy where the specimen is illuminated with light transmitted from a source on the opposite side of the specimen from the objective,http://purl.obolibrary.org/obo/CHMO_0000104,np
assay,The technology used to generate the data in this file,STRING,250,tractionForceMicroscopy,An experimental method for determining the tractions on the surface of a biological cell by obtaining measurements of the surrounding displacement field within an in vitro extracellular matrix (ECM),https://en.wikipedia.org/wiki/Traction_force_microscopy,np
assay,The technology used to generate the data in this file,STRING,250,targetedGeneSeq,Sequencing of a small set of genes at a generally greater depth than typical WGS methods,https://www.illumina.com/techniques/sequencing/dna-sequencing/targeted-resequencing/targeted-panels.html,np
assay,The technology used to generate the data in this file,STRING,250,jumpingLibrary,,,np
assay,The technology used to generate the data in this file,STRING,250,MIB/MS,Kinomics assay using multiplexed kinase inhibitor beads and mass spectrometry (MIB/MS),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3328787/,np
assay,The technology used to generate the data in this file,STRING,250,MudPIT,MudPIT is a method for rapid and large-scale protein identification by multidimensional liquid chromatography associated with tandem mass spectrometry,http://purl.obolibrary.org/obo/MI_0658,np
dataSubtype,"Further qualification of dataType, which may be used to indicate the state of processing of the data, aggregation of the data, or presence of metadata.",STRING,250,dataMatrix,A file of data containing multiple values for multiple samples.,,np
dataSubtype,"Further qualification of dataType, which may be used to indicate the state of processing of the data, aggregation of the data, or presence of metadata.",STRING,250,raw,"A data file produced by an instrument, or one with very little subsequent processing.",,np
dataSubtype,"Further qualification of dataType, which may be used to indicate the state of processing of the data, aggregation of the data, or presence of metadata.",STRING,250,processed,A file of data generated from running one or more bioinformatics methods on a raw file.,,np
dataSubtype,"Further qualification of dataType, which may be used to indicate the state of processing of the data, aggregation of the data, or presence of metadata.",STRING,250,metadata,"A file of clinical, technical, or other parameters that describe a dataset.",,np
organ,The organ from which the sample is derived,STRING,250,skin,The integument of an animal (as a fur-bearing mammal or a bird) separated from the body usually with its hair or feathers.,http://purl.obolibrary.org/obo/BTO_0001253,np
organ,The organ from which the sample is derived,STRING,250,nerves,"Any of the filamentous bands of nervous tissue that connect parts of the nervous system with the other organs, conduct nervous impulses, and are made up of axons and dendrites together with protective and supportive structures.",http://purl.obolibrary.org/obo/BTO_0000925,np
organ,The organ from which the sample is derived,STRING,250,brain,The portion of the vertebrate central nervous system that constitutes the organ of thought and neural coordination.,http://purl.obolibrary.org/obo/BTO_0000142,np
organ,The organ from which the sample is derived,STRING,250,blood,"The fluid that circulates in the heart, arteries, capillaries, and veins of a vertebrate animal carrying nourishment and oxygen to and bringing away waste products from all parts of the body.",http://purl.obolibrary.org/obo/BTO_0000089,np
organ,The organ from which the sample is derived,STRING,250,breast,The fore or ventral part of the body between the neck and the abdomen.,http://purl.obolibrary.org/obo/BTO_0000149,np
organ,The organ from which the sample is derived,STRING,250,colon,The part of the large intestine that extends from the cecum to the rectum.,http://purl.obolibrary.org/obo/BTO_0000269,np
organ,The organ from which the sample is derived,STRING,250,lung,One of the usually paired compound saccular thoracic organs that constitute the basic respiratory organ of air-breathing vertebrates.,http://purl.obolibrary.org/obo/BTO_0000763,np
organ,The organ from which the sample is derived,STRING,250,prostate,Lobular organ the parenchyma of which has as its parts glandular acini which are continuous with the prostatic part of the urethra.,http://purl.obolibrary.org/obo/FMA_9600,np
organ,The organ from which the sample is derived,STRING,250,pancreas,A large lobulated gland of vertebrates that secretes digestive enzymes and the hormones insulin and glucagon.,http://purl.obolibrary.org/obo/BTO_0000988,np
organ,The organ from which the sample is derived,STRING,250,ovary,One of the typically paired essential female reproductive organs that produce eggs and in vertebrates female sex hormones.,http://purl.obolibrary.org/obo/BTO_0000975,np
organ,The organ from which the sample is derived,STRING,250,spleen,"A highly vascular ductless organ that is located in the left abdominal region near the stomach or intestine of most vertebrates and is concerned with final destruction of red blood cells, filtration and storage of blood, and production of lymphocytes.",http://purl.obolibrary.org/obo/BTO_0001281,np
fundingAgency,The organization providing financial support for generation of this data.,STRING,250,CTF,Childrens' Tumor Foundation,http://www.ctf.org,np
fundingAgency,The organization providing financial support for generation of this data.,STRING,250,NIH-NCI,National Institutes of Health - National Cancer Institute,https://www.cancer.gov,np
fundingAgency,The organization providing financial support for generation of this data.,STRING,250,NTAP,Neurofibromatosis Therapeutic Acceleration Program,http://www.n-tap.org,np
fundingAgency,The organization providing financial support for generation of this data.,STRING,250,NIH-NIA,National Institutes of Health - National Institute of Aging,https://www.nia.nih.gov,np
fundingAgency,The organization providing financial support for generation of this data.,STRING,250,NIH-NIMH,National Institutes of Health - National Institute of Mental Health,https://www.nimh.nih.gov,np
fundingAgency,The organization providing financial support for generation of this data.,STRING,250,AACR,American Association for Cancer Research,http://www.aacr.org,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,genomicVariants,"Genomic alterations, including single nucleotide polymorphisms, short indels and structural variants, in a genome sequence.",https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Foperation_3227,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,image,Biological or biomedical data that has been rendered into an image.,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_2968,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,geneExpression,The analysis of levels and patterns of synthesis of gene products (proteins and functional RNA) including interpretation in functional terms of gene expression data.,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0203,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,isoformExpression,Expression of protien isoforms formed from alternative splicings or other post-translational modifications of a single gene through RNA splicing mechanisms.,https://en.wikipedia.org/wiki/Protein_isoform,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,proteomics,"Protein and peptide identification, especially in the study of whole proteomes of organisms.",https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0121,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,kinomics,Kinomics is the study of protein kinases and protein kinase signaling.,http://www.kinomecore.com/what-is-kinomics/,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,drugScreen,Information on drug sensitivity and molecular markers of drug response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3531057/,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,cellularPhysiology,,,np
dataType,Types of input/output data in bioinformatics pipelines,STRING,250,chromatinActivity,Chromatin activity that allow access of condensed genomic DNA and potentially control gene expression.,https://en.wikipedia.org/wiki/Chromatin_remodeling,np
individualIdSource,Database or repository to which individual ID maps,STRING,250,,,,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,cerebral cortex,The thin layer of gray matter on the surface of the cerebral hemisphere that develops from the telencephalon.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000956,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,frontal lobe,Frontal lobe is the anterior-most of five lobes of the cerebral hemisphere. It is bounded by the central sulcus on its posterior border and by the longitudinal cerebral fissure on its medial border.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016525,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,hippocampus,A curved elongated ridge that extends over the floor of the descending horn of each lateral ventricle of the brain and consists of gray matter covered on the ventricular surface with white matter.,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000601,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,nerve tissue,"Portion of tissue in the nervous system which consists of neurons and glial cells, and may also contain parts of the vasculature.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0003714,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,dorsolateral prefrontal cortex,"Broadly-defined, consists of the lateral portions of Brodmann areas 9 - 12, of areas 45, 46, and the superior part of area 47.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0009834,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,anterior cingulate cortex,That portion of the cingulate cortex which is located within the frontal lobe (the remainder being in the parietal lobe).,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004249,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,frontal pole,Component of the frontal lobe. The rostral and caudal boundaries of the frontal pole are the superior frontal gyrus and the rostral division of the middle frontal gyrus respectively (Christine Fennama-Notestine).,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002795,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,parahippocampal gyrus,"A long convolution on the medial surface of the temporal lobe, forming the lower part of the fornicate gyrus, extending from behind the splenium corporis callosi forward along the dentate gyrus of the hippocampus from which it is demarcated by the hippocampal fissure.",https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004380,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,superior temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the ssuperior temporal sulcus. The caudal boundary is the cauday portion of the superior temporal gyrus (posterior to becoming continuous with the supramarginal gyrus).",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002769,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,inferior frontal gyrus,"Component of the frontal lobe, lateral aspect. The rostral boundary is the first appearance of the inferior frontal sulcus whereas the caudal boundary is the precentral gyrus. The medial and lateral boundaries are the lateral bank of the inferior frontal sulcus and the medial bank of the lateral orbital sulcus and/or the circular insular sulcus respectively (Christein Fennema-Notestine).",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002998,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,cerebellum,Part of the metencephalon that lies in the posterior cranial fossa behind the brain stem.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002037,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,occipital visual cortex,The area of the occipital lobe of the cerebral cortex concerned with vision.,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001857,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,inferior temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the inferior temporal sulcus whereas the caudal boundary is designated as the temporo-occipital incisure on the cortical surface.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002751,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,middle temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the superior temporal sulcus whereas the caudal boundary is the temporo-occipital incisure on the cortical surface.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002771,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,posterior cingulate cortex,Component of the cingulate cortex. The rostral and caudal extent were the caudal anterior and the isthmus divisions of the cingulate cortex respectively.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022353,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,temporal pole,Anterior component of the temporal lobe (rostral boundary) extends caudally to the entorhinal cortex.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002576,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,precentral gyrus,Component of the frontal lobe. The appearance and disappearance of the central sulcus is the rostral and caudal boundaries of the precentral gyrus respectively.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002703,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,superior parietal lobe,A superficial feature of the parietal lobe that extends from the dorsal surface of the superior parietal lobule across the margin of the parietal lobe into the precuneus.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0026724,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,prefrontal cortex,"The prefrontal cortex is the anterior part of the frontal lobes of the brain, lying in front of the motor and premotor areas.",https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0002807,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,amygdala,The one of the four basal ganglia in each cerebral hemisphere that is part of the limbic system and consists of an almond-shaped mass of gray matter in the anterior extremity of the temporal lobe.,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001042,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,caudate nucleus,Subcortical nucleus of telecephalic origin consisting of an elongated gray mass lying lateral to and bordering the lateral ventricle.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001873,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,nucleus accumbens,A region of the brain consisting of a collection of neurons located in the forebrain ventral to the caudate and putamen (caudoputamen in rodent).,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001882,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,putamen,"Subcortical nucleus of telencephalic , which together with the caudate nucleus, forms the striatum.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001874,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,temporal cortex,"Gray matter of the temporal region of the neocortex, located in the temporal lobe in gyrencephalic animals.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016538,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,orbitofrontal cortex,The region of the cerebral cortex covering the basal surface of the frontal lobes.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004167,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,ventrolateral prefrontal cortex,"Is part of the prefrontal cortex, located on the inferior frontal gyrus, bounded superiorly by the inferior frontal sulcus and inferiorly by the lateral sulcus.",https://en.wikipedia.org/wiki/Ventrolateral_prefrontal_cortex,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,medial frontal cortex,Component of the orbtial frontal cortex. The rostral boundary is the first slice where the medial orbital gyrus became visible whereas the caudal boundary is the disappearance of the medial orbital gyrus/gyrus rectus.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022352,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,primary motor cortex,,,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,primary somatosensory cortex,The part of the cerebral cortex that receives projections from the motor thalamus and which projects to motor neurons in the brainstem and spinal cord.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001384,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,posteroinferior parietal cortex,"Gray matter of the parietal region of the neocortex, located in the parietal lobe of gyrencephalic animals.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016530,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,primary auditory cortex,The part of the auditory cortex that is located on the superior temporal gyrus in the temporal lobe and receives point-to-point input from the ventral division of the medial geniculate complex.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0034751,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,posterior superior temporal cortex,,,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,inferolateral temporal cortex,,,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,primary visual cortex,A subdivision of the cytoarchitecturally defined occipital region of cerebral cortex in the human.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002436,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,amygdaloid complex,,,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,striatum,"A region of the forebrain consisting of the caudate nucleus, putamen and fundus striati.",https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002435,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,mediodorsal nucleus of thalamus,,,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,cerebellar cortex,"The superficial gray matter of the cerebellum. It consists of three layers, the stratum moleculare, stratum granulosum, and stratum purkinjense.",https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000043,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,serum,Liquid derived from blood plasma that has clotting factors removed.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001977,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,splenocyte,Any leukocyte that is part of a spleen.,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_2000074,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,blood,A fluid that is composed of blood plasma and erythrocytes.,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000178,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,primary tumor,"A primary tumor is the tumor at the initial site of cancer, not where the cancer may have spread or metastasized, called the secondary tumor.",https://cancergenome.nih.gov/cancersselected/biospeccriteria,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,Not Applicable,,,np
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,STRING,250,meninges,The three thin layers of tissue that cover and protect the brain and spinal cord.,https://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0024758/,np
consortium,The name of the consortium,STRING,250,CommonMind Consortium,,https://www.synapse.org/cmc,np
consortium,The name of the consortium,STRING,250,PsychENCODE Consortium,,https://www.synapse.org/pec,np
consortium,The name of the consortium,STRING,250,AMP-AD,Accelerating Medicines Partnership-AlzheimerŠ—Ès Disease,https://www.synapse.org/ampad,np
consortium,The name of the consortium,STRING,250,MODEL-AD,Model Development and Evaluation for Late Onset AD,https://www.synapse.org/ampad,np
consortium,The name of the consortium,STRING,250,M2OVE-AD,Molecular Mechanisms of the Vascular Etiology of AlzheimerŠ—Ès Disease ,https://www.synapse.org/ampad,np
consortium,The name of the consortium,STRING,250,BSMN,Brain Somatic Mosaicism Network,https://www.synapse.org/bsmn,np
consortium,The name of the consortium,STRING,250,CSBC,Cancer Systems Biology Consortium,https://csbconsortium.org/,np
consortium,The name of the consortium,STRING,250,PSON,Physical Science in Oncology,https://physics.cancer.gov/,np
consortium,The name of the consortium,STRING,250,GENIE,Genomics Evidence Neoplasia Information Exchange,http://www.aacr.org/Research/Research/Pages/aacr-project-genie.aspx#.WOQS9RIrKF0,np
consortium,The name of the consortium,STRING,250,Synodos NF1,Data derived from the CTF-funded NF1 pre-clinical model Synodos project,https://www.synapse.org/ctf,np
consortium,The name of the consortium,STRING,250,Synodos NF2,Data derived from the CTF-funded NF2 Synodos project,https://www.synapse.org/syndosnf2,np
consortium,The name of the consortium,STRING,250,Synodos LGG,Data derived from the CTF-funded NF1 LGG Synodos project,http://www.synapse.org/nf1lgg,np
consortium,The name of the consortium,STRING,250,DHART SPORE,Data from the D-HART SPORE,http://www.synapse.org/dhart,np
consortium,The name of the consortium,STRING,250,Not Applicable,,,np
individualID,,STRING,250,,,,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,idx,,,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,bam,"BAM format, the binary, BGZF-formatted compressed version of SAM format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s)",http://edamontology.org/format_2572,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,bai,BAM indexing format,http://edamontology.org/format_3327,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,excel,Microsoft Excel spreadsheet format,,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,powerpoint,Microsoft Powerpoint slide format,,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,tif,"Tagged Image File Format, abbreviated TIFF or TIF, is a computer file format for storing raster graphics images",https://en.wikipedia.org/wiki/TIFF,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,png,PNG is a file format for image compression,http://edamontology.org/format_3603,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,doc,Microsoft Word document format,,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,pdf,Portable Document Format,http://edamontology.org/format_3508,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,hdf,"Hierarchical Data Format (HDF) is a set of file formats (HDF4, HDF5) designed to store and organize large amounts of data",https://en.wikipedia.org/wiki/Hierarchical_Data_Format,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,fasta,"FASTA format is a text-based format for representing either nucleotide sequences or peptide sequences, in which nucleotides or amino acids are represented using single-letter codes",https://en.wikipedia.org/wiki/FASTA_format,np
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,fastq,FASTQ format is a text-based format for storing both a biological sequence (usually nucleotide sequence) and its corresponding quality scores. Both the sequence letter and quality score are each encoded with a single ASCII character for brevity,https://en.wikipedia.org/wiki/FASTQ_format,np
